sex,race_cat,byear,dob,id,list1_17,list1_18,list1_19,list2_17,list2_18,list2_19,list3_17,list3_18,list3_19,list4_17,list4_18,list4_19
F,NONWHITE,1992,1992-04-24,5599,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-12-14,5600,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-01-10,5601,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-01-21,5602,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-11-15,5603,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-07-03,5604,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-03-10,5605,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-03-22,28387,1,1,0,0,0,0,0,1,0,0,1,0
F,NONWHITE,1998,1998-07-16,5607,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-08-31,5608,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-03-18,5609,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-08-12,5610,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-02-18,5611,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-04-06,5612,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-05-21,5613,1,0,0,0,0,0,1,0,0,1,0,0
F,NONWHITE,1998,1998-08-20,5614,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-11-26,5615,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-04-29,5616,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-12-26,5617,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-02-02,5618,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-08-12,28998,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-03-03,5620,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-03-18,5621,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-05-05,5622,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-04-17,5623,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-01-23,5624,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-04-17,5625,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-09-28,5626,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-01-26,5627,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-09-22,5628,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-07-28,5629,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-04-15,5630,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-04-03,5631,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-03-14,5632,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-01-24,5633,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-12-26,5634,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-07-06,5635,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-09-01,5636,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-03-16,5637,1,0,0,0,0,0,1,0,0,1,0,0
F,NONWHITE,1998,1998-12-05,5638,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-07-31,5639,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-02-23,5640,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-04-25,5641,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-04-23,28663,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-06-23,5643,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-05-14,5644,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-06-28,5645,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-03-25,5646,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-04-26,5647,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-02-13,28725,0,1,0,0,0,0,1,1,0,0,0,0
F,NONWHITE,1996,1996-02-28,5649,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-02-01,5650,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-09-06,5651,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-04-19,5652,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-03-02,5653,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-01-12,5654,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-11-10,5655,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-05-26,5656,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-12-26,5657,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-08-29,5658,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-09-19,5659,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-05-13,5660,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-03-30,5661,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-12-08,5662,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-11-02,5663,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-05-07,5664,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-12-16,5665,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-08-11,5666,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-11-17,28079,0,1,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-08-12,5668,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-06-07,5669,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-01-30,5670,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-07-30,5671,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-11-12,5672,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-03-27,5673,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-04-06,5674,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-11-06,5675,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-01-20,5676,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-01-24,5677,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-02-14,5678,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-06-09,28608,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-11-15,5680,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-01-14,5681,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-07-12,5682,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-03-17,5683,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-05-27,5684,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-09-23,5685,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-05-07,5686,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-06-27,5687,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-01-31,5688,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-03-05,5689,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-05-01,5690,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-11-09,5691,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-12-08,5692,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-09-03,5693,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-01-17,5694,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-02-22,5695,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-07-21,5696,1,0,0,1,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-04-23,5697,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-11-27,5698,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-01-07,5699,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-12-23,5700,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-11-21,5701,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-08-29,5702,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-07-15,5703,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-10-24,5704,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-05-03,5705,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-12-16,5706,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-01-20,5707,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-02-08,5708,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-11-28,5709,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-06-03,5710,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-10-25,5711,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-11-17,5712,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-05-20,5713,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-02-14,5714,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-01-06,5715,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-12-02,5716,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-09-03,5717,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-01-07,5718,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-04-19,5719,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-09-29,5720,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-10-08,5721,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-11-30,5722,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-07-13,5723,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-11-20,5724,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-02-12,5725,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-01-21,5726,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-05-22,5727,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-01-18,28141,1,1,0,0,0,0,0,1,0,0,0,0
F,NONWHITE,1993,1993-10-18,5729,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-05-11,5730,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-06-18,5731,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-10-06,5732,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-05-31,5733,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-05-28,5734,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-11-30,5735,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-09-18,5736,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-04-29,5737,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-01-12,5738,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-03-11,5739,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-03-28,5740,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-04-07,5741,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-09-26,5742,0,0,0,1,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-07-21,5743,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-03-08,5744,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-11-25,5745,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-10-18,5746,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-08-12,5747,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-03-02,5748,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-04-02,5749,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-03-24,5750,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-08-12,5751,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-08-16,5752,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-10-07,5753,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-02-25,5754,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-01-30,5755,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-10-09,5756,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-02-23,5757,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-04-17,5758,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-03-06,5759,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-11-11,5760,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-07-19,28354,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-10-13,5762,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-01-27,5763,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-04-20,5764,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-02-15,5765,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-05-03,5766,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-02-11,5767,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-03-14,5768,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-09-03,5769,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-01-31,5770,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-01-01,5771,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-08-15,5772,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-06-16,5773,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-10-23,28295,1,1,0,0,0,0,0,1,1,0,1,0
F,NONWHITE,1998,1998-01-19,5775,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-07-05,5776,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-09-27,5777,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-01-25,5778,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-12-02,5779,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-12-10,5780,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-10-18,5781,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-02-26,5782,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-01-06,5783,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-06-30,5784,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-10-26,5785,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-08-05,5786,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-12-26,5787,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-03-12,5788,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-02-19,5789,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-09-17,5790,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-11-13,5791,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-12-04,5792,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-02-22,5793,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-11-23,5794,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-11-29,5795,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-09-05,5796,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-10-28,5797,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-03-29,5798,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-06-07,5799,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-10-29,28553,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-11-10,5801,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-07-29,5802,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-12-01,5803,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-11-20,5804,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-03-28,28278,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-03-02,5806,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-10-28,5807,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-05-18,5808,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-04-22,5809,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-03-06,5810,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-09-10,5811,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-02-24,5812,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-10-04,5813,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-06-05,28451,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-01-09,5815,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-04-15,5816,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-10-01,5817,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-11-06,5818,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-12-05,5819,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-06-12,5820,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-11-05,5821,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-10-03,5822,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-01-06,28764,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-09-23,5824,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-02-01,5825,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-01-20,5826,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-04-04,5827,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-05-12,5828,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-04-24,5829,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-02-14,5830,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-06-03,5831,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-05-20,5832,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-09-12,5833,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-08-14,5834,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-11-15,5835,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-02-06,5836,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-09-08,5837,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-11-24,5838,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-09-23,28927,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-07-19,5840,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-02-27,28389,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-08-10,5842,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-02-03,5843,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-07-13,5844,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-09-12,5845,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-12-31,5846,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-03-18,5847,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-08-14,5848,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-05-01,5849,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-07-01,5850,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-04-05,5851,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-11-19,5852,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-05-04,5853,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1998,1998-02-13,5854,1,0,0,0,0,0,1,0,0,1,0,0
F,NONWHITE,1994,1994-05-25,5855,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-05-21,5856,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-10-30,5857,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-07-31,5858,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-12-30,5859,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-10-13,5860,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-09-09,5861,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-03-29,5862,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-12-23,5863,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-09-24,5864,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-09-13,5865,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-07-16,5866,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-03-07,5867,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-01-13,5868,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-07-19,5869,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-05-19,5870,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1993,1993-07-01,5871,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-05-14,5872,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1994,1994-11-06,5873,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-06-24,5874,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-06-05,5875,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1995,1995-12-03,5876,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1993,1993-05-26,5877,1,0,0,1,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-09-08,5878,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1996,1996-11-09,5879,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-03-26,5880,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1997,1997-01-17,5881,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-07-26,5882,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-06-16,5883,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-06-13,5884,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1995,1995-05-18,5885,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-09-19,5886,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-05-03,5887,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-05-13,5888,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-07-12,5889,1,0,0,0,0,0,1,0,0,1,0,0
F,NONWHITE,1993,1993-07-22,5890,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-07-15,5891,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1994,1994-03-25,5892,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-01-22,5893,1,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1998,1998-06-24,5894,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1996,1996-03-02,5895,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-03-25,5896,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-06-17,5897,0,0,0,1,0,0,0,0,0,0,0,0
F,NONWHITE,1992,1992-02-09,5898,0,0,0,0,0,0,1,0,0,0,0,0
F,NONWHITE,1992,1992-05-13,28994,1,0,0,0,0,0,0,0,0,0,0,0
F,NONWHITE,1997,1997-06-23,5900,0,0,0,0,0,0,0,0,0,1,0,0
